Location_ID,Sensing_DateTime,Sensing_Date,Sensing_Time,Direction_1,Direction_2,Total_of_Directions
8,2025-10-10T17:25:00+11:00,2025-10-10,17:25,1,8,9
8,2025-10-10T17:26:00+11:00,2025-10-10,17:26,6,7,13
8,2025-10-10T17:27:00+11:00,2025-10-10,17:27,4,6,10
8,2025-10-10T17:28:00+11:00,2025-10-10,17:28,3,4,7
8,2025-10-10T17:32:00+11:00,2025-10-10,17:32,5,5,10
8,2025-10-10T17:35:00+11:00,2025-10-10,17:35,3,2,5
8,2025-10-10T17:38:00+11:00,2025-10-10,17:38,5,9,14
8,2025-10-10T17:39:00+11:00,2025-10-10,17:39,1,4,5
14,2025-10-10T17:25:00+11:00,2025-10-10,17:25,11,2,13
14,2025-10-10T17:31:00+11:00,2025-10-10,17:31,7,2,9
14,2025-10-10T17:32:00+11:00,2025-10-10,17:32,17,2,19
14,2025-10-10T17:38:00+11:00,2025-10-10,17:38,7,5,12
14,2025-10-10T17:39:00+11:00,2025-10-10,17:39,12,6,18
21,2025-10-10T17:30:00+11:00,2025-10-10,17:30,44,45,89
28,2025-10-10T17:36:00+11:00,2025-10-10,17:36,9,7,16
29,2025-10-10T17:25:00+11:00,2025-10-10,17:25,4,24,28
29,2025-10-10T17:26:00+11:00,2025-10-10,17:26,3,9,12
29,2025-10-10T17:31:00+11:00,2025-10-10,17:31,2,17,19
29,2025-10-10T17:33:00+11:00,2025-10-10,17:33,8,7,15
29,2025-10-10T17:34:00+11:00,2025-10-10,17:34,5,25,30
29,2025-10-10T17:35:00+11:00,2025-10-10,17:35,3,18,21
31,2025-10-10T17:25:00+11:00,2025-10-10,17:25,1,2,3
31,2025-10-10T17:28:00+11:00,2025-10-10,17:28,1,3,4
31,2025-10-10T17:33:00+11:00,2025-10-10,17:33,1,5,6
31,2025-10-10T17:37:00+11:00,2025-10-10,17:37,7,0,7
31,2025-10-10T17:39:00+11:00,2025-10-10,17:39,3,0,3
36,2025-10-10T17:26:00+11:00,2025-10-10,17:26,6,4,10
36,2025-10-10T17:30:00+11:00,2025-10-10,17:30,1,1,2
36,2025-10-10T17:31:00+11:00,2025-10-10,17:31,5,8,13
36,2025-10-10T17:37:00+11:00,2025-10-10,17:37,4,6,10
36,2025-10-10T17:39:00+11:00,2025-10-10,17:39,3,2,5
39,2025-10-10T17:28:00+11:00,2025-10-10,17:28,3,1,4
39,2025-10-10T17:34:00+11:00,2025-10-10,17:34,4,0,4
39,2025-10-10T17:39:00+11:00,2025-10-10,17:39,2,0,2
40,2025-10-10T17:29:00+11:00,2025-10-10,17:29,1,4,5
40,2025-10-10T17:36:00+11:00,2025-10-10,17:36,10,2,12
41,2025-10-10T17:25:00+11:00,2025-10-10,17:25,36,38,74
41,2025-10-10T17:30:00+11:00,2025-10-10,17:30,49,41,90
41,2025-10-10T17:32:00+11:00,2025-10-10,17:32,43,38,81
41,2025-10-10T17:39:00+11:00,2025-10-10,17:39,38,37,75
42,2025-10-10T17:26:00+11:00,2025-10-10,17:26,4,2,6
42,2025-10-10T17:38:00+11:00,2025-10-10,17:38,6,7,13
42,2025-10-10T17:39:00+11:00,2025-10-10,17:39,3,12,15
43,2025-10-10T17:25:00+11:00,2025-10-10,17:25,27,32,59
43,2025-10-10T17:30:00+11:00,2025-10-10,17:30,13,16,29
45,2025-10-10T17:26:00+11:00,2025-10-10,17:26,8,6,14
45,2025-10-10T17:28:00+11:00,2025-10-10,17:28,12,5,17
45,2025-10-10T17:29:00+11:00,2025-10-10,17:29,16,9,25
45,2025-10-10T17:30:00+11:00,2025-10-10,17:30,12,15,27
45,2025-10-10T17:35:00+11:00,2025-10-10,17:35,6,21,27
45,2025-10-10T17:36:00+11:00,2025-10-10,17:36,16,15,31
45,2025-10-10T17:38:00+11:00,2025-10-10,17:38,15,26,41
47,2025-10-10T17:26:00+11:00,2025-10-10,17:26,36,15,51
47,2025-10-10T17:31:00+11:00,2025-10-10,17:31,25,19,44
47,2025-10-10T17:32:00+11:00,2025-10-10,17:32,20,39,59
47,2025-10-10T17:36:00+11:00,2025-10-10,17:36,25,15,40
47,2025-10-10T17:37:00+11:00,2025-10-10,17:37,24,16,40
50,2025-10-10T17:25:00+11:00,2025-10-10,17:25,5,1,6
50,2025-10-10T17:26:00+11:00,2025-10-10,17:26,2,6,8
50,2025-10-10T17:28:00+11:00,2025-10-10,17:28,2,4,6
50,2025-10-10T17:31:00+11:00,2025-10-10,17:31,3,3,6
50,2025-10-10T17:33:00+11:00,2025-10-10,17:33,2,9,11
50,2025-10-10T17:35:00+11:00,2025-10-10,17:35,5,6,11
50,2025-10-10T17:38:00+11:00,2025-10-10,17:38,3,4,7
54,2025-10-10T17:25:00+11:00,2025-10-10,17:25,2,5,7
54,2025-10-10T17:27:00+11:00,2025-10-10,17:27,0,9,9
54,2025-10-10T17:28:00+11:00,2025-10-10,17:28,4,4,8
54,2025-10-10T17:31:00+11:00,2025-10-10,17:31,1,2,3
54,2025-10-10T17:32:00+11:00,2025-10-10,17:32,3,4,7
54,2025-10-10T17:36:00+11:00,2025-10-10,17:36,2,9,11
59,2025-10-10T17:30:00+11:00,2025-10-10,17:30,80,109,189
61,2025-10-10T17:25:00+11:00,2025-10-10,17:25,10,8,18
61,2025-10-10T17:26:00+11:00,2025-10-10,17:26,6,16,22
61,2025-10-10T17:29:00+11:00,2025-10-10,17:29,8,14,22
61,2025-10-10T17:30:00+11:00,2025-10-10,17:30,9,13,22
61,2025-10-10T17:31:00+11:00,2025-10-10,17:31,11,16,27
61,2025-10-10T17:33:00+11:00,2025-10-10,17:33,6,4,10
66,2025-10-10T17:29:00+11:00,2025-10-10,17:29,20,25,45
66,2025-10-10T17:34:00+11:00,2025-10-10,17:34,20,21,41
66,2025-10-10T17:35:00+11:00,2025-10-10,17:35,32,16,48
66,2025-10-10T17:37:00+11:00,2025-10-10,17:37,21,22,43
69,2025-10-10T17:28:00+11:00,2025-10-10,17:28,1,4,5
69,2025-10-10T17:30:00+11:00,2025-10-10,17:30,2,8,10
69,2025-10-10T17:33:00+11:00,2025-10-10,17:33,2,1,3
69,2025-10-10T17:35:00+11:00,2025-10-10,17:35,2,5,7
69,2025-10-10T17:37:00+11:00,2025-10-10,17:37,4,4,8
69,2025-10-10T17:38:00+11:00,2025-10-10,17:38,7,10,17
69,2025-10-10T17:39:00+11:00,2025-10-10,17:39,2,4,6
70,2025-10-10T17:25:00+11:00,2025-10-10,17:25,3,0,3
70,2025-10-10T17:26:00+11:00,2025-10-10,17:26,1,0,1
70,2025-10-10T17:28:00+11:00,2025-10-10,17:28,3,3,6
70,2025-10-10T17:30:00+11:00,2025-10-10,17:30,2,3,5
70,2025-10-10T17:32:00+11:00,2025-10-10,17:32,8,2,10
70,2025-10-10T17:33:00+11:00,2025-10-10,17:33,1,2,3
70,2025-10-10T17:37:00+11:00,2025-10-10,17:37,1,4,5
71,2025-10-10T17:28:00+11:00,2025-10-10,17:28,1,0,1
75,2025-10-10T17:31:00+11:00,2025-10-10,17:31,3,1,4
75,2025-10-10T17:36:00+11:00,2025-10-10,17:36,4,0,4
75,2025-10-10T17:38:00+11:00,2025-10-10,17:38,0,1,1
78,2025-10-10T17:28:00+11:00,2025-10-10,17:28,0,2,2
78,2025-10-10T17:29:00+11:00,2025-10-10,17:29,1,3,4
78,2025-10-10T17:33:00+11:00,2025-10-10,17:33,1,2,3
78,2025-10-10T17:34:00+11:00,2025-10-10,17:34,0,3,3
78,2025-10-10T17:35:00+11:00,2025-10-10,17:35,0,2,2
78,2025-10-10T17:38:00+11:00,2025-10-10,17:38,0,4,4
87,2025-10-10T17:26:00+11:00,2025-10-10,17:26,3,1,4
87,2025-10-10T17:29:00+11:00,2025-10-10,17:29,2,3,5
87,2025-10-10T17:32:00+11:00,2025-10-10,17:32,5,2,7
87,2025-10-10T17:33:00+11:00,2025-10-10,17:33,1,1,2
87,2025-10-10T17:34:00+11:00,2025-10-10,17:34,5,4,9
87,2025-10-10T17:37:00+11:00,2025-10-10,17:37,5,2,7
87,2025-10-10T17:39:00+11:00,2025-10-10,17:39,1,2,3
107,2025-10-10T17:25:00+11:00,2025-10-10,17:25,13,11,24
107,2025-10-10T17:30:00+11:00,2025-10-10,17:30,12,23,35
108,2025-10-10T17:25:00+11:00,2025-10-10,17:25,10,5,15
108,2025-10-10T17:31:00+11:00,2025-10-10,17:31,18,0,18
108,2025-10-10T17:34:00+11:00,2025-10-10,17:34,16,9,25
108,2025-10-10T17:37:00+11:00,2025-10-10,17:37,22,5,27
131,2025-10-10T17:30:00+11:00,2025-10-10,17:30,12,13,25
132,2025-10-10T17:30:00+11:00,2025-10-10,17:30,15,14,29
133,2025-10-10T17:30:00+11:00,2025-10-10,17:30,72,47,119
140,2025-10-10T17:25:00+11:00,2025-10-10,17:25,7,15,22
140,2025-10-10T17:35:00+11:00,2025-10-10,17:35,13,11,24
143,2025-10-10T17:35:00+11:00,2025-10-10,17:35,39,25,64
162,2025-10-10T17:35:00+11:00,2025-10-10,17:35,37,47,84
166,2025-10-10T17:25:00+11:00,2025-10-10,17:25,11,4,15
166,2025-10-10T17:30:00+11:00,2025-10-10,17:30,8,7,15
167,2025-10-10T17:30:00+11:00,2025-10-10,17:30,2,8,10
181,2025-10-10T17:32:00+11:00,2025-10-10,17:32,20,24,44
181,2025-10-10T17:39:00+11:00,2025-10-10,17:39,4,39,43
182,2025-10-10T17:25:00+11:00,2025-10-10,17:25,31,27,58
182,2025-10-10T17:30:00+11:00,2025-10-10,17:30,30,11,41
182,2025-10-10T17:35:00+11:00,2025-10-10,17:35,41,18,59
184,2025-10-10T17:25:00+11:00,2025-10-10,17:25,132,73,205
185,2025-10-10T17:30:00+11:00,2025-10-10,17:30,114,46,160
1,2025-10-10T17:26:00+11:00,2025-10-10,17:26,13,25,38
1,2025-10-10T17:31:00+11:00,2025-10-10,17:31,24,33,57
1,2025-10-10T17:32:00+11:00,2025-10-10,17:32,31,15,46
1,2025-10-10T17:35:00+11:00,2025-10-10,17:35,27,23,50
2,2025-10-10T17:25:00+11:00,2025-10-10,17:25,12,18,30
2,2025-10-10T17:26:00+11:00,2025-10-10,17:26,18,18,36
2,2025-10-10T17:29:00+11:00,2025-10-10,17:29,18,15,33
2,2025-10-10T17:32:00+11:00,2025-10-10,17:32,18,6,24
2,2025-10-10T17:33:00+11:00,2025-10-10,17:33,20,13,33
2,2025-10-10T17:36:00+11:00,2025-10-10,17:36,20,9,29
2,2025-10-10T17:37:00+11:00,2025-10-10,17:37,17,20,37
9,2025-10-10T17:34:00+11:00,2025-10-10,17:34,14,0,14
9,2025-10-10T17:36:00+11:00,2025-10-10,17:36,22,8,30
10,2025-10-10T17:27:00+11:00,2025-10-10,17:27,6,1,7
10,2025-10-10T17:39:00+11:00,2025-10-10,17:39,0,1,1
11,2025-10-10T17:26:00+11:00,2025-10-10,17:26,1,0,1
11,2025-10-10T17:29:00+11:00,2025-10-10,17:29,0,1,1
11,2025-10-10T17:31:00+11:00,2025-10-10,17:31,3,3,6
11,2025-10-10T17:33:00+11:00,2025-10-10,17:33,0,3,3
11,2025-10-10T17:34:00+11:00,2025-10-10,17:34,2,0,2
11,2025-10-10T17:36:00+11:00,2025-10-10,17:36,1,0,1
11,2025-10-10T17:38:00+11:00,2025-10-10,17:38,0,1,1
12,2025-10-10T17:27:00+11:00,2025-10-10,17:27,3,6,9
12,2025-10-10T17:28:00+11:00,2025-10-10,17:28,4,5,9
12,2025-10-10T17:29:00+11:00,2025-10-10,17:29,1,7,8
12,2025-10-10T17:31:00+11:00,2025-10-10,17:31,0,13,13
17,2025-10-10T17:25:00+11:00,2025-10-10,17:25,6,9,15
17,2025-10-10T17:28:00+11:00,2025-10-10,17:28,1,2,3
17,2025-10-10T17:33:00+11:00,2025-10-10,17:33,5,8,13
17,2025-10-10T17:36:00+11:00,2025-10-10,17:36,2,4,6
17,2025-10-10T17:39:00+11:00,2025-10-10,17:39,6,5,11
18,2025-10-10T17:25:00+11:00,2025-10-10,17:25,15,0,15
18,2025-10-10T17:30:00+11:00,2025-10-10,17:30,8,1,9
18,2025-10-10T17:31:00+11:00,2025-10-10,17:31,11,8,19
18,2025-10-10T17:32:00+11:00,2025-10-10,17:32,16,0,16
18,2025-10-10T17:34:00+11:00,2025-10-10,17:34,7,2,9
18,2025-10-10T17:38:00+11:00,2025-10-10,17:38,11,1,12
19,2025-10-10T17:25:00+11:00,2025-10-10,17:25,10,11,21
19,2025-10-10T17:26:00+11:00,2025-10-10,17:26,12,8,20
19,2025-10-10T17:27:00+11:00,2025-10-10,17:27,13,7,20
19,2025-10-10T17:31:00+11:00,2025-10-10,17:31,17,7,24
19,2025-10-10T17:32:00+11:00,2025-10-10,17:32,12,13,25
19,2025-10-10T17:34:00+11:00,2025-10-10,17:34,6,19,25
19,2025-10-10T17:35:00+11:00,2025-10-10,17:35,10,8,18
19,2025-10-10T17:38:00+11:00,2025-10-10,17:38,14,4,18
19,2025-10-10T17:39:00+11:00,2025-10-10,17:39,12,6,18
20,2025-10-10T17:26:00+11:00,2025-10-10,17:26,12,6,18
20,2025-10-10T17:27:00+11:00,2025-10-10,17:27,5,6,11
20,2025-10-10T17:32:00+11:00,2025-10-10,17:32,13,9,22
20,2025-10-10T17:34:00+11:00,2025-10-10,17:34,0,3,3
20,2025-10-10T17:35:00+11:00,2025-10-10,17:35,4,4,8
20,2025-10-10T17:36:00+11:00,2025-10-10,17:36,8,7,15
20,2025-10-10T17:37:00+11:00,2025-10-10,17:37,7,3,10
23,2025-10-10T17:26:00+11:00,2025-10-10,17:26,5,4,9
23,2025-10-10T17:28:00+11:00,2025-10-10,17:28,3,5,8
23,2025-10-10T17:29:00+11:00,2025-10-10,17:29,7,7,14
23,2025-10-10T17:30:00+11:00,2025-10-10,17:30,1,6,7
23,2025-10-10T17:31:00+11:00,2025-10-10,17:31,1,9,10
23,2025-10-10T17:32:00+11:00,2025-10-10,17:32,4,6,10
24,2025-10-10T17:25:00+11:00,2025-10-10,17:25,1,69,70
24,2025-10-10T17:26:00+11:00,2025-10-10,17:26,30,41,71
24,2025-10-10T17:34:00+11:00,2025-10-10,17:34,14,21,35
24,2025-10-10T17:39:00+11:00,2025-10-10,17:39,16,20,36
25,2025-10-10T17:35:00+11:00,2025-10-10,17:35,227,166,393
27,2025-10-10T17:25:00+11:00,2025-10-10,17:25,3,7,10
27,2025-10-10T17:26:00+11:00,2025-10-10,17:26,3,6,9
27,2025-10-10T17:31:00+11:00,2025-10-10,17:31,5,2,7
27,2025-10-10T17:33:00+11:00,2025-10-10,17:33,5,0,5
27,2025-10-10T17:35:00+11:00,2025-10-10,17:35,3,2,5
30,2025-10-10T17:25:00+11:00,2025-10-10,17:25,3,7,10
30,2025-10-10T17:27:00+11:00,2025-10-10,17:27,2,15,17
30,2025-10-10T17:31:00+11:00,2025-10-10,17:31,7,8,15
30,2025-10-10T17:32:00+11:00,2025-10-10,17:32,6,6,12
30,2025-10-10T17:36:00+11:00,2025-10-10,17:36,9,10,19
35,2025-10-10T17:26:00+11:00,2025-10-10,17:26,41,12,53
35,2025-10-10T17:31:00+11:00,2025-10-10,17:31,26,16,42
35,2025-10-10T17:32:00+11:00,2025-10-10,17:32,13,23,36
35,2025-10-10T17:33:00+11:00,2025-10-10,17:33,31,16,47
35,2025-10-10T17:34:00+11:00,2025-10-10,17:34,41,17,58
35,2025-10-10T17:36:00+11:00,2025-10-10,17:36,28,24,52
35,2025-10-10T17:38:00+11:00,2025-10-10,17:38,24,32,56
35,2025-10-10T17:39:00+11:00,2025-10-10,17:39,27,39,66
46,2025-10-10T17:30:00+11:00,2025-10-10,17:30,4,6,10
46,2025-10-10T17:35:00+11:00,2025-10-10,17:35,8,20,28
48,2025-10-10T17:27:00+11:00,2025-10-10,17:27,6,8,14
48,2025-10-10T17:35:00+11:00,2025-10-10,17:35,6,5,11
48,2025-10-10T17:36:00+11:00,2025-10-10,17:36,5,1,6
49,2025-10-10T17:31:00+11:00,2025-10-10,17:31,5,10,15
49,2025-10-10T17:34:00+11:00,2025-10-10,17:34,5,4,9
49,2025-10-10T17:38:00+11:00,2025-10-10,17:38,1,5,6
51,2025-10-10T17:27:00+11:00,2025-10-10,17:27,2,0,2
51,2025-10-10T17:32:00+11:00,2025-10-10,17:32,1,1,2
51,2025-10-10T17:34:00+11:00,2025-10-10,17:34,2,3,5
51,2025-10-10T17:37:00+11:00,2025-10-10,17:37,2,0,2
51,2025-10-10T17:38:00+11:00,2025-10-10,17:38,2,1,3
52,2025-10-10T17:29:00+11:00,2025-10-10,17:29,12,2,14
52,2025-10-10T17:38:00+11:00,2025-10-10,17:38,10,5,15
53,2025-10-10T17:26:00+11:00,2025-10-10,17:26,11,13,24
53,2025-10-10T17:29:00+11:00,2025-10-10,17:29,18,6,24
53,2025-10-10T17:31:00+11:00,2025-10-10,17:31,16,11,27
53,2025-10-10T17:33:00+11:00,2025-10-10,17:33,14,7,21
53,2025-10-10T17:35:00+11:00,2025-10-10,17:35,3,6,9
53,2025-10-10T17:36:00+11:00,2025-10-10,17:36,18,3,21
53,2025-10-10T17:39:00+11:00,2025-10-10,17:39,17,2,19
56,2025-10-10T17:25:00+11:00,2025-10-10,17:25,14,6,20
56,2025-10-10T17:27:00+11:00,2025-10-10,17:27,11,7,18
56,2025-10-10T17:30:00+11:00,2025-10-10,17:30,9,5,14
56,2025-10-10T17:32:00+11:00,2025-10-10,17:32,8,11,19
56,2025-10-10T17:35:00+11:00,2025-10-10,17:35,8,3,11
58,2025-10-10T17:27:00+11:00,2025-10-10,17:27,4,21,25
58,2025-10-10T17:30:00+11:00,2025-10-10,17:30,6,25,31
58,2025-10-10T17:33:00+11:00,2025-10-10,17:33,18,20,38
58,2025-10-10T17:35:00+11:00,2025-10-10,17:35,14,22,36
58,2025-10-10T17:37:00+11:00,2025-10-10,17:37,3,8,11
58,2025-10-10T17:38:00+11:00,2025-10-10,17:38,11,24,35
62,2025-10-10T17:25:00+11:00,2025-10-10,17:25,7,3,10
62,2025-10-10T17:30:00+11:00,2025-10-10,17:30,5,5,10
62,2025-10-10T17:34:00+11:00,2025-10-10,17:34,2,2,4
63,2025-10-10T17:26:00+11:00,2025-10-10,17:26,9,8,17
63,2025-10-10T17:32:00+11:00,2025-10-10,17:32,9,9,18
63,2025-10-10T17:33:00+11:00,2025-10-10,17:33,2,14,16
63,2025-10-10T17:38:00+11:00,2025-10-10,17:38,6,3,9
67,2025-10-10T17:25:00+11:00,2025-10-10,17:25,6,17,23
67,2025-10-10T17:27:00+11:00,2025-10-10,17:27,7,16,23
67,2025-10-10T17:28:00+11:00,2025-10-10,17:28,9,9,18
67,2025-10-10T17:37:00+11:00,2025-10-10,17:37,10,9,19
68,2025-10-10T17:29:00+11:00,2025-10-10,17:29,4,5,9
68,2025-10-10T17:34:00+11:00,2025-10-10,17:34,10,11,21
68,2025-10-10T17:36:00+11:00,2025-10-10,17:36,6,4,10
68,2025-10-10T17:37:00+11:00,2025-10-10,17:37,8,7,15
72,2025-10-10T17:25:00+11:00,2025-10-10,17:25,0,9,9
72,2025-10-10T17:27:00+11:00,2025-10-10,17:27,3,8,11
72,2025-10-10T17:31:00+11:00,2025-10-10,17:31,2,11,13
72,2025-10-10T17:32:00+11:00,2025-10-10,17:32,3,8,11
72,2025-10-10T17:33:00+11:00,2025-10-10,17:33,6,11,17
72,2025-10-10T17:37:00+11:00,2025-10-10,17:37,6,20,26
76,2025-10-10T17:26:00+11:00,2025-10-10,17:26,1,1,2
76,2025-10-10T17:28:00+11:00,2025-10-10,17:28,2,1,3
76,2025-10-10T17:30:00+11:00,2025-10-10,17:30,2,2,4
76,2025-10-10T17:33:00+11:00,2025-10-10,17:33,0,2,2
79,2025-10-10T17:25:00+11:00,2025-10-10,17:25,7,9,16
79,2025-10-10T17:26:00+11:00,2025-10-10,17:26,15,6,21
79,2025-10-10T17:29:00+11:00,2025-10-10,17:29,2,10,12
79,2025-10-10T17:31:00+11:00,2025-10-10,17:31,22,9,31
79,2025-10-10T17:33:00+11:00,2025-10-10,17:33,13,10,23
79,2025-10-10T17:37:00+11:00,2025-10-10,17:37,11,11,22
85,2025-10-10T17:25:00+11:00,2025-10-10,17:25,0,1,1
85,2025-10-10T17:29:00+11:00,2025-10-10,17:29,1,5,6
85,2025-10-10T17:37:00+11:00,2025-10-10,17:37,4,2,6
86,2025-10-10T17:25:00+11:00,2025-10-10,17:25,0,2,2
86,2025-10-10T17:30:00+11:00,2025-10-10,17:30,0,2,2
86,2025-10-10T17:37:00+11:00,2025-10-10,17:37,3,2,5
109,2025-10-10T17:25:00+11:00,2025-10-10,17:25,20,9,29
117,2025-10-10T17:30:00+11:00,2025-10-10,17:30,13,17,30
117,2025-10-10T17:35:00+11:00,2025-10-10,17:35,13,25,38
123,2025-10-10T17:30:00+11:00,2025-10-10,17:30,7,4,11
123,2025-10-10T17:35:00+11:00,2025-10-10,17:35,5,2,7
130,2025-10-10T17:35:00+11:00,2025-10-10,17:35,5,1,6
136,2025-10-10T17:25:00+11:00,2025-10-10,17:25,13,25,38
137,2025-10-10T17:30:00+11:00,2025-10-10,17:30,3,10,13
137,2025-10-10T17:35:00+11:00,2025-10-10,17:35,4,9,13
138,2025-10-10T17:30:00+11:00,2025-10-10,17:30,1,0,1
138,2025-10-10T17:35:00+11:00,2025-10-10,17:35,0,1,1
139,2025-10-10T17:25:00+11:00,2025-10-10,17:25,26,11,37
139,2025-10-10T17:30:00+11:00,2025-10-10,17:30,16,3,19
141,2025-10-10T17:35:00+11:00,2025-10-10,17:35,18,13,31
142,2025-10-10T17:30:00+11:00,2025-10-10,17:30,66,52,118
142,2025-10-10T17:35:00+11:00,2025-10-10,17:35,34,44,78
161,2025-10-10T17:25:00+11:00,2025-10-10,17:25,8,38,46
164,2025-10-10T17:30:00+11:00,2025-10-10,17:30,9,8,17
180,2025-10-10T17:27:00+11:00,2025-10-10,17:27,0,1,1
180,2025-10-10T17:33:00+11:00,2025-10-10,17:33,1,6,7
180,2025-10-10T17:36:00+11:00,2025-10-10,17:36,3,0,3
180,2025-10-10T17:38:00+11:00,2025-10-10,17:38,3,3,6
3,2025-10-10T17:55:00+11:00,2025-10-10,17:55,39,38,77
3,2025-10-10T17:56:00+11:00,2025-10-10,17:56,21,21,42
3,2025-10-10T17:57:00+11:00,2025-10-10,17:57,14,23,37
3,2025-10-10T18:01:00+11:00,2025-10-10,18:01,29,31,60
3,2025-10-10T18:07:00+11:00,2025-10-10,18:07,12,36,48
4,2025-10-10T17:58:00+11:00,2025-10-10,17:58,58,29,87
4,2025-10-10T18:07:00+11:00,2025-10-10,18:07,28,19,47
4,2025-10-10T18:09:00+11:00,2025-10-10,18:09,33,33,66
6,2025-10-10T18:02:00+11:00,2025-10-10,18:02,22,29,51
6,2025-10-10T18:03:00+11:00,2025-10-10,18:03,15,20,35
6,2025-10-10T18:05:00+11:00,2025-10-10,18:05,27,18,45
6,2025-10-10T18:06:00+11:00,2025-10-10,18:06,28,17,45
8,2025-10-10T18:00:00+11:00,2025-10-10,18:00,0,6,6
8,2025-10-10T18:02:00+11:00,2025-10-10,18:02,2,7,9
8,2025-10-10T18:05:00+11:00,2025-10-10,18:05,9,0,9
8,2025-10-10T18:07:00+11:00,2025-10-10,18:07,2,10,12
8,2025-10-10T18:08:00+11:00,2025-10-10,18:08,0,4,4
14,2025-10-10T17:59:00+11:00,2025-10-10,17:59,16,7,23
14,2025-10-10T18:05:00+11:00,2025-10-10,18:05,12,1,13
14,2025-10-10T18:07:00+11:00,2025-10-10,18:07,14,3,17
14,2025-10-10T18:08:00+11:00,2025-10-10,18:08,8,1,9
14,2025-10-10T18:09:00+11:00,2025-10-10,18:09,7,1,8
21,2025-10-10T18:00:00+11:00,2025-10-10,18:00,50,46,96
28,2025-10-10T17:55:00+11:00,2025-10-10,17:55,8,11,19
28,2025-10-10T17:59:00+11:00,2025-10-10,17:59,3,7,10
28,2025-10-10T18:01:00+11:00,2025-10-10,18:01,0,15,15
29,2025-10-10T17:58:00+11:00,2025-10-10,17:58,2,15,17
29,2025-10-10T18:05:00+11:00,2025-10-10,18:05,4,31,35
29,2025-10-10T18:07:00+11:00,2025-10-10,18:07,2,11,13
31,2025-10-10T17:58:00+11:00,2025-10-10,17:58,3,0,3
31,2025-10-10T17:59:00+11:00,2025-10-10,17:59,3,6,9
31,2025-10-10T18:07:00+11:00,2025-10-10,18:07,2,3,5
36,2025-10-10T17:57:00+11:00,2025-10-10,17:57,4,3,7
36,2025-10-10T17:59:00+11:00,2025-10-10,17:59,5,3,8
36,2025-10-10T18:02:00+11:00,2025-10-10,18:02,4,5,9
36,2025-10-10T18:03:00+11:00,2025-10-10,18:03,5,4,9
39,2025-10-10T17:57:00+11:00,2025-10-10,17:57,3,1,4
39,2025-10-10T18:02:00+11:00,2025-10-10,18:02,9,0,9
39,2025-10-10T18:03:00+11:00,2025-10-10,18:03,0,3,3
39,2025-10-10T18:06:00+11:00,2025-10-10,18:06,1,0,1
39,2025-10-10T18:09:00+11:00,2025-10-10,18:09,2,0,2
40,2025-10-10T17:55:00+11:00,2025-10-10,17:55,3,18,21
40,2025-10-10T18:04:00+11:00,2025-10-10,18:04,3,4,7
40,2025-10-10T18:05:00+11:00,2025-10-10,18:05,0,3,3
41,2025-10-10T17:55:00+11:00,2025-10-10,17:55,31,44,75
41,2025-10-10T17:56:00+11:00,2025-10-10,17:56,45,38,83
41,2025-10-10T17:57:00+11:00,2025-10-10,17:57,45,40,85
41,2025-10-10T18:00:00+11:00,2025-10-10,18:00,39,23,62
41,2025-10-10T18:02:00+11:00,2025-10-10,18:02,52,36,88
41,2025-10-10T18:06:00+11:00,2025-10-10,18:06,32,49,81
41,2025-10-10T18:09:00+11:00,2025-10-10,18:09,45,27,72
42,2025-10-10T17:55:00+11:00,2025-10-10,17:55,2,8,10
42,2025-10-10T17:56:00+11:00,2025-10-10,17:56,4,7,11
42,2025-10-10T17:57:00+11:00,2025-10-10,17:57,5,6,11
42,2025-10-10T18:05:00+11:00,2025-10-10,18:05,5,10,15
42,2025-10-10T18:08:00+11:00,2025-10-10,18:08,1,5,6
43,2025-10-10T17:55:00+11:00,2025-10-10,17:55,17,27,44
45,2025-10-10T17:58:00+11:00,2025-10-10,17:58,8,27,35
45,2025-10-10T18:00:00+11:00,2025-10-10,18:00,8,18,26
45,2025-10-10T18:01:00+11:00,2025-10-10,18:01,6,12,18
45,2025-10-10T18:04:00+11:00,2025-10-10,18:04,8,19,27
47,2025-10-10T17:55:00+11:00,2025-10-10,17:55,19,26,45
47,2025-10-10T17:59:00+11:00,2025-10-10,17:59,22,16,38
47,2025-10-10T18:04:00+11:00,2025-10-10,18:04,13,22,35
47,2025-10-10T18:08:00+11:00,2025-10-10,18:08,19,36,55
50,2025-10-10T17:57:00+11:00,2025-10-10,17:57,5,0,5
50,2025-10-10T18:00:00+11:00,2025-10-10,18:00,2,3,5
50,2025-10-10T18:01:00+11:00,2025-10-10,18:01,3,3,6
50,2025-10-10T18:02:00+11:00,2025-10-10,18:02,6,3,9
50,2025-10-10T18:09:00+11:00,2025-10-10,18:09,1,5,6
54,2025-10-10T18:01:00+11:00,2025-10-10,18:01,6,5,11
54,2025-10-10T18:08:00+11:00,2025-10-10,18:08,2,2,4
61,2025-10-10T17:56:00+11:00,2025-10-10,17:56,18,16,34
61,2025-10-10T17:58:00+11:00,2025-10-10,17:58,5,19,24
61,2025-10-10T17:59:00+11:00,2025-10-10,17:59,13,3,16
61,2025-10-10T18:00:00+11:00,2025-10-10,18:00,8,20,28
61,2025-10-10T18:01:00+11:00,2025-10-10,18:01,15,13,28
61,2025-10-10T18:02:00+11:00,2025-10-10,18:02,6,11,17
