Location_ID,Sensing_DateTime,Sensing_Date,Sensing_Time,Direction_1,Direction_2,Total_of_Directions
166,2025-10-10T06:10:00+11:00,2025-10-10,06:10,1,0,1
167,2025-10-10T06:15:00+11:00,2025-10-10,06:15,0,2,2
179,2025-10-10T06:20:00+11:00,2025-10-10,06:20,3,1,4
181,2025-10-10T06:19:00+11:00,2025-10-10,06:19,1,0,1
181,2025-10-10T06:21:00+11:00,2025-10-10,06:21,10,3,13
181,2025-10-10T06:22:00+11:00,2025-10-10,06:22,2,2,4
182,2025-10-10T06:10:00+11:00,2025-10-10,06:10,0,1,1
184,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,6,7
184,2025-10-10T06:20:00+11:00,2025-10-10,06:20,5,8,13
1,2025-10-10T06:10:00+11:00,2025-10-10,06:10,1,0,1
1,2025-10-10T06:13:00+11:00,2025-10-10,06:13,1,0,1
1,2025-10-10T06:19:00+11:00,2025-10-10,06:19,1,0,1
1,2025-10-10T06:20:00+11:00,2025-10-10,06:20,0,1,1
2,2025-10-10T06:24:00+11:00,2025-10-10,06:24,1,1,2
9,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,4,5
9,2025-10-10T06:17:00+11:00,2025-10-10,06:17,0,1,1
9,2025-10-10T06:23:00+11:00,2025-10-10,06:23,0,1,1
10,2025-10-10T06:16:00+11:00,2025-10-10,06:16,0,1,1
11,2025-10-10T06:10:00+11:00,2025-10-10,06:10,0,2,2
11,2025-10-10T06:12:00+11:00,2025-10-10,06:12,1,0,1
11,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,1,2
11,2025-10-10T06:22:00+11:00,2025-10-10,06:22,0,1,1
12,2025-10-10T06:21:00+11:00,2025-10-10,06:21,0,1,1
17,2025-10-10T06:11:00+11:00,2025-10-10,06:11,4,1,5
17,2025-10-10T06:17:00+11:00,2025-10-10,06:17,1,0,1
17,2025-10-10T06:18:00+11:00,2025-10-10,06:18,1,0,1
17,2025-10-10T06:19:00+11:00,2025-10-10,06:19,2,0,2
17,2025-10-10T06:20:00+11:00,2025-10-10,06:20,5,0,5
17,2025-10-10T06:23:00+11:00,2025-10-10,06:23,1,2,3
18,2025-10-10T06:21:00+11:00,2025-10-10,06:21,0,1,1
19,2025-10-10T06:16:00+11:00,2025-10-10,06:16,0,1,1
23,2025-10-10T06:17:00+11:00,2025-10-10,06:17,1,1,2
23,2025-10-10T06:24:00+11:00,2025-10-10,06:24,2,2,4
24,2025-10-10T06:12:00+11:00,2025-10-10,06:12,2,5,7
24,2025-10-10T06:14:00+11:00,2025-10-10,06:14,9,2,11
24,2025-10-10T06:16:00+11:00,2025-10-10,06:16,11,0,11
24,2025-10-10T06:18:00+11:00,2025-10-10,06:18,1,0,1
24,2025-10-10T06:20:00+11:00,2025-10-10,06:20,11,0,11
24,2025-10-10T06:24:00+11:00,2025-10-10,06:24,15,7,22
25,2025-10-10T06:10:00+11:00,2025-10-10,06:10,10,11,21
25,2025-10-10T06:15:00+11:00,2025-10-10,06:15,3,18,21
27,2025-10-10T06:13:00+11:00,2025-10-10,06:13,0,2,2
27,2025-10-10T06:16:00+11:00,2025-10-10,06:16,1,3,4
30,2025-10-10T06:13:00+11:00,2025-10-10,06:13,1,1,2
30,2025-10-10T06:14:00+11:00,2025-10-10,06:14,2,1,3
35,2025-10-10T06:10:00+11:00,2025-10-10,06:10,2,2,4
35,2025-10-10T06:11:00+11:00,2025-10-10,06:11,5,0,5
35,2025-10-10T06:13:00+11:00,2025-10-10,06:13,3,0,3
35,2025-10-10T06:18:00+11:00,2025-10-10,06:18,4,3,7
35,2025-10-10T06:19:00+11:00,2025-10-10,06:19,2,2,4
35,2025-10-10T06:22:00+11:00,2025-10-10,06:22,1,7,8
35,2025-10-10T06:23:00+11:00,2025-10-10,06:23,2,0,2
46,2025-10-10T06:15:00+11:00,2025-10-10,06:15,0,1,1
48,2025-10-10T06:12:00+11:00,2025-10-10,06:12,1,1,2
48,2025-10-10T06:18:00+11:00,2025-10-10,06:18,0,4,4
48,2025-10-10T06:19:00+11:00,2025-10-10,06:19,0,2,2
48,2025-10-10T06:22:00+11:00,2025-10-10,06:22,0,1,1
49,2025-10-10T06:16:00+11:00,2025-10-10,06:16,0,1,1
49,2025-10-10T06:17:00+11:00,2025-10-10,06:17,1,3,4
49,2025-10-10T06:22:00+11:00,2025-10-10,06:22,1,2,3
51,2025-10-10T06:12:00+11:00,2025-10-10,06:12,1,0,1
51,2025-10-10T06:19:00+11:00,2025-10-10,06:19,2,0,2
51,2025-10-10T06:21:00+11:00,2025-10-10,06:21,0,2,2
53,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,0,1
53,2025-10-10T06:22:00+11:00,2025-10-10,06:22,1,0,1
56,2025-10-10T06:13:00+11:00,2025-10-10,06:13,1,0,1
56,2025-10-10T06:18:00+11:00,2025-10-10,06:18,0,1,1
58,2025-10-10T06:12:00+11:00,2025-10-10,06:12,2,0,2
58,2025-10-10T06:14:00+11:00,2025-10-10,06:14,5,2,7
58,2025-10-10T06:18:00+11:00,2025-10-10,06:18,4,3,7
58,2025-10-10T06:19:00+11:00,2025-10-10,06:19,2,2,4
58,2025-10-10T06:20:00+11:00,2025-10-10,06:20,2,2,4
58,2025-10-10T06:23:00+11:00,2025-10-10,06:23,3,1,4
62,2025-10-10T06:17:00+11:00,2025-10-10,06:17,0,1,1
62,2025-10-10T06:19:00+11:00,2025-10-10,06:19,1,0,1
62,2025-10-10T06:23:00+11:00,2025-10-10,06:23,0,1,1
63,2025-10-10T06:17:00+11:00,2025-10-10,06:17,0,1,1
67,2025-10-10T06:20:00+11:00,2025-10-10,06:20,0,1,1
67,2025-10-10T06:21:00+11:00,2025-10-10,06:21,1,0,1
72,2025-10-10T06:10:00+11:00,2025-10-10,06:10,2,0,2
72,2025-10-10T06:17:00+11:00,2025-10-10,06:17,0,1,1
72,2025-10-10T06:20:00+11:00,2025-10-10,06:20,1,1,2
72,2025-10-10T06:22:00+11:00,2025-10-10,06:22,1,0,1
72,2025-10-10T06:23:00+11:00,2025-10-10,06:23,1,2,3
79,2025-10-10T06:11:00+11:00,2025-10-10,06:11,0,2,2
79,2025-10-10T06:13:00+11:00,2025-10-10,06:13,0,2,2
79,2025-10-10T06:14:00+11:00,2025-10-10,06:14,0,1,1
79,2025-10-10T06:20:00+11:00,2025-10-10,06:20,3,1,4
79,2025-10-10T06:24:00+11:00,2025-10-10,06:24,0,1,1
85,2025-10-10T06:21:00+11:00,2025-10-10,06:21,0,1,1
86,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,0,1
109,2025-10-10T06:15:00+11:00,2025-10-10,06:15,0,1,1
109,2025-10-10T06:20:00+11:00,2025-10-10,06:20,1,4,5
130,2025-10-10T06:15:00+11:00,2025-10-10,06:15,2,0,2
136,2025-10-10T06:20:00+11:00,2025-10-10,06:20,2,0,2
141,2025-10-10T06:10:00+11:00,2025-10-10,06:10,1,1,2
141,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,1,2
141,2025-10-10T06:20:00+11:00,2025-10-10,06:20,0,3,3
161,2025-10-10T06:10:00+11:00,2025-10-10,06:10,0,1,1
161,2025-10-10T06:20:00+11:00,2025-10-10,06:20,4,1,5
164,2025-10-10T06:15:00+11:00,2025-10-10,06:15,1,4,5
164,2025-10-10T06:20:00+11:00,2025-10-10,06:20,0,1,1
180,2025-10-10T06:18:00+11:00,2025-10-10,06:18,0,1,1
3,2025-10-10T10:41:00+11:00,2025-10-10,10:41,6,3,9
3,2025-10-10T10:43:00+11:00,2025-10-10,10:43,3,9,12
3,2025-10-10T10:50:00+11:00,2025-10-10,10:50,5,15,20
3,2025-10-10T10:51:00+11:00,2025-10-10,10:51,2,9,11
3,2025-10-10T10:52:00+11:00,2025-10-10,10:52,5,4,9
3,2025-10-10T10:53:00+11:00,2025-10-10,10:53,11,7,18
4,2025-10-10T10:43:00+11:00,2025-10-10,10:43,17,22,39
4,2025-10-10T10:46:00+11:00,2025-10-10,10:46,24,14,38
4,2025-10-10T10:48:00+11:00,2025-10-10,10:48,15,20,35
4,2025-10-10T10:52:00+11:00,2025-10-10,10:52,41,18,59
5,2025-10-10T10:40:00+11:00,2025-10-10,10:40,64,62,126
6,2025-10-10T10:40:00+11:00,2025-10-10,10:40,18,9,27
6,2025-10-10T10:44:00+11:00,2025-10-10,10:44,14,6,20
6,2025-10-10T10:47:00+11:00,2025-10-10,10:47,8,10,18
6,2025-10-10T10:48:00+11:00,2025-10-10,10:48,5,17,22
6,2025-10-10T10:52:00+11:00,2025-10-10,10:52,6,7,13
6,2025-10-10T10:54:00+11:00,2025-10-10,10:54,3,8,11
8,2025-10-10T10:40:00+11:00,2025-10-10,10:40,2,10,12
8,2025-10-10T10:50:00+11:00,2025-10-10,10:50,4,2,6
8,2025-10-10T10:52:00+11:00,2025-10-10,10:52,1,1,2
8,2025-10-10T10:54:00+11:00,2025-10-10,10:54,0,1,1
14,2025-10-10T10:47:00+11:00,2025-10-10,10:47,6,3,9
14,2025-10-10T10:48:00+11:00,2025-10-10,10:48,5,4,9
14,2025-10-10T10:49:00+11:00,2025-10-10,10:49,1,11,12
14,2025-10-10T10:51:00+11:00,2025-10-10,10:51,4,5,9
14,2025-10-10T10:52:00+11:00,2025-10-10,10:52,1,0,1
28,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,6,8
28,2025-10-10T10:51:00+11:00,2025-10-10,10:51,4,5,9
28,2025-10-10T10:52:00+11:00,2025-10-10,10:52,11,3,14
31,2025-10-10T10:46:00+11:00,2025-10-10,10:46,0,1,1
31,2025-10-10T10:47:00+11:00,2025-10-10,10:47,1,2,3
31,2025-10-10T10:49:00+11:00,2025-10-10,10:49,1,0,1
31,2025-10-10T10:50:00+11:00,2025-10-10,10:50,2,1,3
31,2025-10-10T10:51:00+11:00,2025-10-10,10:51,1,0,1
36,2025-10-10T10:42:00+11:00,2025-10-10,10:42,4,3,7
36,2025-10-10T10:48:00+11:00,2025-10-10,10:48,0,3,3
36,2025-10-10T10:50:00+11:00,2025-10-10,10:50,11,1,12
36,2025-10-10T10:52:00+11:00,2025-10-10,10:52,0,10,10
37,2025-10-10T10:46:00+11:00,2025-10-10,10:46,0,2,2
37,2025-10-10T10:53:00+11:00,2025-10-10,10:53,0,3,3
37,2025-10-10T10:54:00+11:00,2025-10-10,10:54,4,0,4
39,2025-10-10T10:43:00+11:00,2025-10-10,10:43,1,0,1
39,2025-10-10T10:48:00+11:00,2025-10-10,10:48,0,1,1
39,2025-10-10T10:51:00+11:00,2025-10-10,10:51,1,0,1
39,2025-10-10T10:52:00+11:00,2025-10-10,10:52,3,4,7
39,2025-10-10T10:54:00+11:00,2025-10-10,10:54,1,1,2
40,2025-10-10T10:40:00+11:00,2025-10-10,10:40,1,6,7
40,2025-10-10T10:42:00+11:00,2025-10-10,10:42,1,1,2
40,2025-10-10T10:43:00+11:00,2025-10-10,10:43,3,6,9
40,2025-10-10T10:45:00+11:00,2025-10-10,10:45,3,0,3
40,2025-10-10T10:52:00+11:00,2025-10-10,10:52,1,8,9
41,2025-10-10T10:48:00+11:00,2025-10-10,10:48,46,23,69
42,2025-10-10T10:45:00+11:00,2025-10-10,10:45,5,0,5
42,2025-10-10T10:50:00+11:00,2025-10-10,10:50,3,1,4
45,2025-10-10T10:43:00+11:00,2025-10-10,10:43,14,15,29
45,2025-10-10T10:44:00+11:00,2025-10-10,10:44,7,6,13
45,2025-10-10T10:45:00+11:00,2025-10-10,10:45,5,5,10
45,2025-10-10T10:47:00+11:00,2025-10-10,10:47,3,4,7
45,2025-10-10T10:48:00+11:00,2025-10-10,10:48,1,5,6
45,2025-10-10T10:51:00+11:00,2025-10-10,10:51,3,7,10
45,2025-10-10T10:54:00+11:00,2025-10-10,10:54,7,7,14
47,2025-10-10T10:42:00+11:00,2025-10-10,10:42,5,2,7
47,2025-10-10T10:43:00+11:00,2025-10-10,10:43,6,17,23
47,2025-10-10T10:47:00+11:00,2025-10-10,10:47,14,16,30
47,2025-10-10T10:53:00+11:00,2025-10-10,10:53,8,16,24
50,2025-10-10T10:40:00+11:00,2025-10-10,10:40,0,6,6
50,2025-10-10T10:41:00+11:00,2025-10-10,10:41,0,4,4
50,2025-10-10T10:43:00+11:00,2025-10-10,10:43,1,0,1
50,2025-10-10T10:49:00+11:00,2025-10-10,10:49,4,3,7
50,2025-10-10T10:50:00+11:00,2025-10-10,10:50,1,5,6
50,2025-10-10T10:52:00+11:00,2025-10-10,10:52,2,1,3
50,2025-10-10T10:54:00+11:00,2025-10-10,10:54,0,1,1
54,2025-10-10T10:42:00+11:00,2025-10-10,10:42,3,0,3
54,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,1,3
54,2025-10-10T10:44:00+11:00,2025-10-10,10:44,1,2,3
54,2025-10-10T10:47:00+11:00,2025-10-10,10:47,2,1,3
59,2025-10-10T10:50:00+11:00,2025-10-10,10:50,53,39,92
61,2025-10-10T10:40:00+11:00,2025-10-10,10:40,2,17,19
61,2025-10-10T10:42:00+11:00,2025-10-10,10:42,5,11,16
61,2025-10-10T10:45:00+11:00,2025-10-10,10:45,7,10,17
61,2025-10-10T10:46:00+11:00,2025-10-10,10:46,7,9,16
61,2025-10-10T10:47:00+11:00,2025-10-10,10:47,1,13,14
61,2025-10-10T10:49:00+11:00,2025-10-10,10:49,7,12,19
61,2025-10-10T10:50:00+11:00,2025-10-10,10:50,2,13,15
61,2025-10-10T10:54:00+11:00,2025-10-10,10:54,13,8,21
66,2025-10-10T10:41:00+11:00,2025-10-10,10:41,3,5,8
66,2025-10-10T10:42:00+11:00,2025-10-10,10:42,7,15,22
66,2025-10-10T10:45:00+11:00,2025-10-10,10:45,4,8,12
66,2025-10-10T10:46:00+11:00,2025-10-10,10:46,10,8,18
66,2025-10-10T10:48:00+11:00,2025-10-10,10:48,6,15,21
66,2025-10-10T10:50:00+11:00,2025-10-10,10:50,9,3,12
66,2025-10-10T10:53:00+11:00,2025-10-10,10:53,6,12,18
66,2025-10-10T10:54:00+11:00,2025-10-10,10:54,7,19,26
69,2025-10-10T10:42:00+11:00,2025-10-10,10:42,6,0,6
69,2025-10-10T10:44:00+11:00,2025-10-10,10:44,4,3,7
69,2025-10-10T10:45:00+11:00,2025-10-10,10:45,1,5,6
69,2025-10-10T10:46:00+11:00,2025-10-10,10:46,4,4,8
69,2025-10-10T10:47:00+11:00,2025-10-10,10:47,3,3,6
69,2025-10-10T10:51:00+11:00,2025-10-10,10:51,11,0,11
70,2025-10-10T10:40:00+11:00,2025-10-10,10:40,0,3,3
70,2025-10-10T10:42:00+11:00,2025-10-10,10:42,3,2,5
70,2025-10-10T10:44:00+11:00,2025-10-10,10:44,3,1,4
70,2025-10-10T10:52:00+11:00,2025-10-10,10:52,3,4,7
71,2025-10-10T10:43:00+11:00,2025-10-10,10:43,0,1,1
75,2025-10-10T10:47:00+11:00,2025-10-10,10:47,0,2,2
75,2025-10-10T10:49:00+11:00,2025-10-10,10:49,0,1,1
75,2025-10-10T10:50:00+11:00,2025-10-10,10:50,1,0,1
78,2025-10-10T10:42:00+11:00,2025-10-10,10:42,2,0,2
78,2025-10-10T10:43:00+11:00,2025-10-10,10:43,0,1,1
78,2025-10-10T10:48:00+11:00,2025-10-10,10:48,0,1,1
78,2025-10-10T10:53:00+11:00,2025-10-10,10:53,0,2,2
84,2025-10-10T10:45:00+11:00,2025-10-10,10:45,90,40,130
87,2025-10-10T10:40:00+11:00,2025-10-10,10:40,1,1,2
87,2025-10-10T10:43:00+11:00,2025-10-10,10:43,3,2,5
87,2025-10-10T10:46:00+11:00,2025-10-10,10:46,1,1,2
87,2025-10-10T10:50:00+11:00,2025-10-10,10:50,1,3,4
87,2025-10-10T10:51:00+11:00,2025-10-10,10:51,1,0,1
87,2025-10-10T10:52:00+11:00,2025-10-10,10:52,0,4,4
107,2025-10-10T10:40:00+11:00,2025-10-10,10:40,5,6,11
108,2025-10-10T10:42:00+11:00,2025-10-10,10:42,1,4,5
108,2025-10-10T10:45:00+11:00,2025-10-10,10:45,2,2,4
108,2025-10-10T10:46:00+11:00,2025-10-10,10:46,4,5,9
108,2025-10-10T10:49:00+11:00,2025-10-10,10:49,0,1,1
108,2025-10-10T10:52:00+11:00,2025-10-10,10:52,1,13,14
108,2025-10-10T10:54:00+11:00,2025-10-10,10:54,2,5,7
118,2025-10-10T10:40:00+11:00,2025-10-10,10:40,0,3,3
118,2025-10-10T10:45:00+11:00,2025-10-10,10:45,0,1,1
124,2025-10-10T10:45:00+11:00,2025-10-10,10:45,2,1,3
131,2025-10-10T10:40:00+11:00,2025-10-10,10:40,1,11,12
131,2025-10-10T10:45:00+11:00,2025-10-10,10:45,3,10,13
132,2025-10-10T10:40:00+11:00,2025-10-10,10:40,9,4,13
132,2025-10-10T10:45:00+11:00,2025-10-10,10:45,10,4,14
133,2025-10-10T10:45:00+11:00,2025-10-10,10:45,34,31,65
135,2025-10-10T10:50:00+11:00,2025-10-10,10:50,36,21,57
143,2025-10-10T10:45:00+11:00,2025-10-10,10:45,12,16,28
162,2025-10-10T10:40:00+11:00,2025-10-10,10:40,40,56,96
162,2025-10-10T10:45:00+11:00,2025-10-10,10:45,47,71,118
165,2025-10-10T10:40:00+11:00,2025-10-10,10:40,3,3,6
165,2025-10-10T10:45:00+11:00,2025-10-10,10:45,2,1,3
167,2025-10-10T10:40:00+11:00,2025-10-10,10:40,2,1,3
167,2025-10-10T10:50:00+11:00,2025-10-10,10:50,2,2,4
179,2025-10-10T10:50:00+11:00,2025-10-10,10:50,6,1,7
181,2025-10-10T10:40:00+11:00,2025-10-10,10:40,13,16,29
181,2025-10-10T10:42:00+11:00,2025-10-10,10:42,8,19,27
181,2025-10-10T10:44:00+11:00,2025-10-10,10:44,7,6,13
181,2025-10-10T10:48:00+11:00,2025-10-10,10:48,0,13,13
181,2025-10-10T10:49:00+11:00,2025-10-10,10:49,16,6,22
181,2025-10-10T10:50:00+11:00,2025-10-10,10:50,9,15,24
181,2025-10-10T10:52:00+11:00,2025-10-10,10:52,20,13,33
181,2025-10-10T10:54:00+11:00,2025-10-10,10:54,1,21,22
182,2025-10-10T10:40:00+11:00,2025-10-10,10:40,7,12,19
184,2025-10-10T10:45:00+11:00,2025-10-10,10:45,65,58,123
184,2025-10-10T10:50:00+11:00,2025-10-10,10:50,59,83,142
1,2025-10-10T10:40:00+11:00,2025-10-10,10:40,9,23,32
1,2025-10-10T10:42:00+11:00,2025-10-10,10:42,11,16,27
1,2025-10-10T10:49:00+11:00,2025-10-10,10:49,16,1,17
1,2025-10-10T10:50:00+11:00,2025-10-10,10:50,9,6,15
1,2025-10-10T10:54:00+11:00,2025-10-10,10:54,10,18,28
2,2025-10-10T10:40:00+11:00,2025-10-10,10:40,10,6,16
2,2025-10-10T10:41:00+11:00,2025-10-10,10:41,4,6,10
2,2025-10-10T10:47:00+11:00,2025-10-10,10:47,8,16,24
2,2025-10-10T10:48:00+11:00,2025-10-10,10:48,11,6,17
2,2025-10-10T10:51:00+11:00,2025-10-10,10:51,5,6,11
9,2025-10-10T10:41:00+11:00,2025-10-10,10:41,1,4,5
9,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,0,2
9,2025-10-10T10:44:00+11:00,2025-10-10,10:44,2,3,5
9,2025-10-10T10:45:00+11:00,2025-10-10,10:45,1,8,9
9,2025-10-10T10:47:00+11:00,2025-10-10,10:47,3,5,8
9,2025-10-10T10:49:00+11:00,2025-10-10,10:49,0,6,6
9,2025-10-10T10:53:00+11:00,2025-10-10,10:53,6,12,18
10,2025-10-10T10:40:00+11:00,2025-10-10,10:40,1,0,1
10,2025-10-10T10:42:00+11:00,2025-10-10,10:42,0,1,1
10,2025-10-10T10:49:00+11:00,2025-10-10,10:49,3,0,3
10,2025-10-10T10:50:00+11:00,2025-10-10,10:50,6,0,6
10,2025-10-10T10:51:00+11:00,2025-10-10,10:51,1,1,2
11,2025-10-10T10:40:00+11:00,2025-10-10,10:40,4,0,4
11,2025-10-10T10:46:00+11:00,2025-10-10,10:46,1,0,1
11,2025-10-10T10:47:00+11:00,2025-10-10,10:47,0,1,1
11,2025-10-10T10:49:00+11:00,2025-10-10,10:49,2,0,2
12,2025-10-10T10:40:00+11:00,2025-10-10,10:40,3,3,6
12,2025-10-10T10:47:00+11:00,2025-10-10,10:47,1,1,2
12,2025-10-10T10:48:00+11:00,2025-10-10,10:48,4,2,6
12,2025-10-10T10:49:00+11:00,2025-10-10,10:49,1,1,2
17,2025-10-10T10:42:00+11:00,2025-10-10,10:42,6,6,12
17,2025-10-10T10:44:00+11:00,2025-10-10,10:44,9,3,12
17,2025-10-10T10:46:00+11:00,2025-10-10,10:46,10,3,13
17,2025-10-10T10:49:00+11:00,2025-10-10,10:49,7,0,7
17,2025-10-10T10:50:00+11:00,2025-10-10,10:50,8,7,15
17,2025-10-10T10:51:00+11:00,2025-10-10,10:51,5,4,9
17,2025-10-10T10:53:00+11:00,2025-10-10,10:53,7,3,10
18,2025-10-10T10:40:00+11:00,2025-10-10,10:40,2,4,6
18,2025-10-10T10:44:00+11:00,2025-10-10,10:44,1,3,4
18,2025-10-10T10:46:00+11:00,2025-10-10,10:46,0,3,3
18,2025-10-10T10:47:00+11:00,2025-10-10,10:47,3,4,7
18,2025-10-10T10:48:00+11:00,2025-10-10,10:48,3,2,5
18,2025-10-10T10:50:00+11:00,2025-10-10,10:50,0,4,4
18,2025-10-10T10:51:00+11:00,2025-10-10,10:51,1,2,3
18,2025-10-10T10:53:00+11:00,2025-10-10,10:53,1,2,3
18,2025-10-10T10:54:00+11:00,2025-10-10,10:54,9,2,11
19,2025-10-10T10:40:00+11:00,2025-10-10,10:40,5,3,8
19,2025-10-10T10:42:00+11:00,2025-10-10,10:42,2,3,5
19,2025-10-10T10:48:00+11:00,2025-10-10,10:48,2,0,2
19,2025-10-10T10:50:00+11:00,2025-10-10,10:50,2,2,4
19,2025-10-10T10:53:00+11:00,2025-10-10,10:53,1,2,3
20,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,2,4
20,2025-10-10T10:46:00+11:00,2025-10-10,10:46,0,5,5
20,2025-10-10T10:48:00+11:00,2025-10-10,10:48,2,0,2
23,2025-10-10T10:44:00+11:00,2025-10-10,10:44,6,2,8
23,2025-10-10T10:46:00+11:00,2025-10-10,10:46,5,5,10
23,2025-10-10T10:49:00+11:00,2025-10-10,10:49,6,2,8
23,2025-10-10T10:50:00+11:00,2025-10-10,10:50,5,2,7
23,2025-10-10T10:54:00+11:00,2025-10-10,10:54,5,1,6
24,2025-10-10T10:41:00+11:00,2025-10-10,10:41,8,6,14
24,2025-10-10T10:42:00+11:00,2025-10-10,10:42,3,3,6
24,2025-10-10T10:45:00+11:00,2025-10-10,10:45,8,1,9
24,2025-10-10T10:51:00+11:00,2025-10-10,10:51,14,5,19
27,2025-10-10T10:45:00+11:00,2025-10-10,10:45,1,3,4
27,2025-10-10T10:46:00+11:00,2025-10-10,10:46,1,8,9
27,2025-10-10T10:50:00+11:00,2025-10-10,10:50,3,0,3
27,2025-10-10T10:53:00+11:00,2025-10-10,10:53,9,6,15
30,2025-10-10T10:41:00+11:00,2025-10-10,10:41,1,0,1
30,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,0,2
30,2025-10-10T10:48:00+11:00,2025-10-10,10:48,4,0,4
30,2025-10-10T10:50:00+11:00,2025-10-10,10:50,1,6,7
30,2025-10-10T10:53:00+11:00,2025-10-10,10:53,2,2,4
35,2025-10-10T10:41:00+11:00,2025-10-10,10:41,19,9,28
35,2025-10-10T10:45:00+11:00,2025-10-10,10:45,12,11,23
35,2025-10-10T10:48:00+11:00,2025-10-10,10:48,9,14,23
35,2025-10-10T10:51:00+11:00,2025-10-10,10:51,29,16,45
35,2025-10-10T10:53:00+11:00,2025-10-10,10:53,7,20,27
48,2025-10-10T10:43:00+11:00,2025-10-10,10:43,6,5,11
48,2025-10-10T10:47:00+11:00,2025-10-10,10:47,1,10,11
49,2025-10-10T10:47:00+11:00,2025-10-10,10:47,5,4,9
49,2025-10-10T10:52:00+11:00,2025-10-10,10:52,5,3,8
49,2025-10-10T10:53:00+11:00,2025-10-10,10:53,10,2,12
51,2025-10-10T10:40:00+11:00,2025-10-10,10:40,2,3,5
51,2025-10-10T10:41:00+11:00,2025-10-10,10:41,3,3,6
51,2025-10-10T10:44:00+11:00,2025-10-10,10:44,0,2,2
51,2025-10-10T10:47:00+11:00,2025-10-10,10:47,9,4,13
51,2025-10-10T10:48:00+11:00,2025-10-10,10:48,5,2,7
51,2025-10-10T10:52:00+11:00,2025-10-10,10:52,2,6,8
52,2025-10-10T10:40:00+11:00,2025-10-10,10:40,3,1,4
52,2025-10-10T10:43:00+11:00,2025-10-10,10:43,2,2,4
52,2025-10-10T10:46:00+11:00,2025-10-10,10:46,5,1,6
52,2025-10-10T10:49:00+11:00,2025-10-10,10:49,3,7,10
52,2025-10-10T10:50:00+11:00,2025-10-10,10:50,6,0,6
52,2025-10-10T10:52:00+11:00,2025-10-10,10:52,1,2,3
52,2025-10-10T10:53:00+11:00,2025-10-10,10:53,13,2,15
53,2025-10-10T10:43:00+11:00,2025-10-10,10:43,10,5,15
53,2025-10-10T10:46:00+11:00,2025-10-10,10:46,9,15,24
53,2025-10-10T10:47:00+11:00,2025-10-10,10:47,11,6,17
56,2025-10-10T10:43:00+11:00,2025-10-10,10:43,1,1,2
56,2025-10-10T10:44:00+11:00,2025-10-10,10:44,6,3,9
56,2025-10-10T10:48:00+11:00,2025-10-10,10:48,6,6,12
56,2025-10-10T10:50:00+11:00,2025-10-10,10:50,4,7,11
56,2025-10-10T10:52:00+11:00,2025-10-10,10:52,4,3,7
56,2025-10-10T10:53:00+11:00,2025-10-10,10:53,4,4,8
56,2025-10-10T10:54:00+11:00,2025-10-10,10:54,8,7,15
58,2025-10-10T10:41:00+11:00,2025-10-10,10:41,7,2,9
58,2025-10-10T10:43:00+11:00,2025-10-10,10:43,24,8,32
58,2025-10-10T10:44:00+11:00,2025-10-10,10:44,22,0,22
58,2025-10-10T10:47:00+11:00,2025-10-10,10:47,3,4,7
62,2025-10-10T10:41:00+11:00,2025-10-10,10:41,4,3,7
62,2025-10-10T10:42:00+11:00,2025-10-10,10:42,2,2,4
62,2025-10-10T10:43:00+11:00,2025-10-10,10:43,7,0,7
62,2025-10-10T10:48:00+11:00,2025-10-10,10:48,0,2,2
62,2025-10-10T10:53:00+11:00,2025-10-10,10:53,24,0,24
62,2025-10-10T10:54:00+11:00,2025-10-10,10:54,7,6,13
63,2025-10-10T10:40:00+11:00,2025-10-10,10:40,1,3,4
63,2025-10-10T10:41:00+11:00,2025-10-10,10:41,1,0,1
63,2025-10-10T10:52:00+11:00,2025-10-10,10:52,4,7,11
63,2025-10-10T10:54:00+11:00,2025-10-10,10:54,6,5,11
67,2025-10-10T10:41:00+11:00,2025-10-10,10:41,2,7,9
67,2025-10-10T10:43:00+11:00,2025-10-10,10:43,7,1,8
67,2025-10-10T10:45:00+11:00,2025-10-10,10:45,7,10,17
67,2025-10-10T10:46:00+11:00,2025-10-10,10:46,4,14,18
67,2025-10-10T10:48:00+11:00,2025-10-10,10:48,1,2,3
67,2025-10-10T10:50:00+11:00,2025-10-10,10:50,10,13,23
67,2025-10-10T10:51:00+11:00,2025-10-10,10:51,2,5,7
67,2025-10-10T10:54:00+11:00,2025-10-10,10:54,8,7,15
68,2025-10-10T10:41:00+11:00,2025-10-10,10:41,6,4,10
68,2025-10-10T10:42:00+11:00,2025-10-10,10:42,2,3,5
68,2025-10-10T10:43:00+11:00,2025-10-10,10:43,5,9,14
68,2025-10-10T10:44:00+11:00,2025-10-10,10:44,4,5,9
