GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1728591,Round Steel Bollard - (Removable),Outdoor Furniture,Bollard,200401-101,,Parks and City Greening,City of Melbourne,"Fitzroy Gardens approximately 93m West of City of Melbourne, Nursery & Depot, Fitzroy Gardens, 264 Wellington Parade, East Melbourne, 3002",4.0,2019-08-30,322108.63,5812742.53,2021-08-14,"-37.815398522977745, 144.9790016173275"
1729872,Bollard - Timber Bollard - Royal Park,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,Royal Park,3.0,2019-09-09,319946.93,5816189.94,2021-08-14,"-37.78392230641172, 144.95531364781507"
1730239,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and King Street approximately 28m South of Basement & Ground, 460 Collins Street, Melbourne, 3000",3.17,2021-04-30,320336.76,5812433.62,2021-08-14,"-37.81783398714689, 144.95880669106057"
1731407,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Albert Street between Powlett Street and Clarendon Street approximately 18m West of Care Park Pty Ltd, Basement, 160 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322663.01,5813296.98,2021-08-14,"-37.81051213040127, 144.98543203045918"
1731421,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"King Street between Bourke Street and Little Bourke Street approximately 5m NE of 193-195 King Street, Melbourne, 3000",3.12,2021-04-30,320016.58,5812674.28,2021-08-14,"-37.81560317885559, 144.95523100237028"
1731447,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"William Street between Flinders Lane and Collins Street approximately 54m North of Sargon, Ground, 15-33 William Street, Melbourne, 3000",3.11,2021-04-30,320389.76,5812353.57,2021-08-14,"-37.818565464477395, 144.95938862693666"
1733515,Information Pillar - Information Hub Pillar,Outdoor Furniture,Information Pillar,200901-002,Information Pillar - Information Hub Pillar,Infrastructure and Assets,City of Melbourne,,3.24,2021-04-30,322645.82,5808864.0,2021-08-14,"-37.850439172801124, 144.98415033630022"
1672762,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Elizabeth Street between Queensberry Street and Pelham Street approximately 13m NW of Royal Xpress Mini Mart Plus Liquor, 690 Elizabeth Street, Melbourne, 3000",3.17,2021-04-30,320222.63,5814163.49,2021-08-14,"-37.80222979408384, 144.95794013912564"
1739016,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,St Kilda Road between Yarra River and Southbank Boulevard,4.16,2021-04-30,321274.84,5811956.92,2021-08-14,"-37.82231203523709, 144.9693405736152"
1741016,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Drummond Street between Faraday Street and Elgin Street approximately 3m NW of 324A Drummond Street, Carlton, 3053",3.89,2021-04-30,321187.97,5814629.14,2021-08-14,"-37.79822496234541, 144.9690138174517"
1721296,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between King Street and Spencer Street approximately 28m SE of Middy's Data & Electrical, 510-516 La Trobe Street, West Melbourne, 3003",3.09,2021-04-30,319743.15,5812949.68,2021-08-14,"-37.81306858222449, 144.95219497063238"
1742586,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Intersection of Story Street and Benjamin Street approximately 27m SW of Lillverton, 54 Story Street, Parkville, 3052",2.98,2021-04-30,319987.11,5814747.61,2021-08-14,"-37.79692196588913, 144.9554115637465"
1742600,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,201101-031,Seat - Stainless Steel Seat - Fixed,Infrastructure and Assets,City of Melbourne,"Marmion Place from Aquitania Way approximately 19m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",4.29,2021-04-30,318908.62,5812888.49,2021-08-14,"-37.813454577257964, 144.9427046091311"
1742602,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Marmion Place from Aquitania Way approximately 24m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",4.29,2021-04-30,318911.8,5812894.66,2021-08-14,"-37.81339963266042, 144.94274225702802"
1742611,Bollard - Aluminium Bollard - Docklands,Outdoor Furniture,Bollard,200401-002,Bollard - Aluminium Bollard - Docklands,Infrastructure and Assets,City of Melbourne,"Marmion Place from Aquitania Way approximately 7m North of Laurel Beauty And Spa, 9 Marmion Place, Docklands, 3008",2.94,2021-04-30,318911.85,5812876.73,2021-08-14,"-37.813561144576326, 144.9427383413656"
1742625,Bollard - Aluminium Bollard - Docklands,Outdoor Furniture,Bollard,200401-002,Bollard - Aluminium Bollard - Docklands,Infrastructure and Assets,City of Melbourne,"Marmion Place from Aquitania Way approximately 13m NW of The Sebel Melbourne Docklands, 18 Aquitania Way, Docklands, 3008",2.94,2021-04-30,318884.84,5812848.66,2021-08-14,"-37.81380862274498, 144.94242465467772"
1723213,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Pelham Street between Berkeley Street and Elizabeth Street approximately 8m NE of 708 Elizabeth Street, Melbourne, 3000",3.12,2021-04-30,320224.92,5814192.28,2021-08-14,"-37.801970919960866, 144.9579732783324"
1742627,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Observation Drive between Pearl River Road and Waterfront Way approximately 92m NW of Urban Alley Brewery, Shop G09, 12 Star Circus, Docklands, 3008",2.94,2021-04-30,318332.71,5813095.59,2021-08-14,"-37.81147473278289, 144.93621780417894"
1742629,Seat - Timber Seat with Aluminium Legs - Docklands,Outdoor Furniture,Seat,201101-046,Seat - Timber Seat with Aluminium Legs - Docklands,Infrastructure and Assets,City of Melbourne,"Victoria Harbour Promenade approximately 41m NE of 925A Collins Street, Docklands, 3008",3.16,2021-04-30,318692.73,5812153.86,2021-08-14,"-37.82002878853392, 144.94006949425517"
1743756,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Cumberland Street and Collins Street approximately 5m South of On Three Photography & Cinematic, 870 Bourke Street, Docklands, 3008",4.16,2021-04-30,318848.34,5812126.5,2021-08-14,"-37.820306129404145, 144.94182956932644"
1743762,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Cumberland Street and Collins Street approximately 6m West of Billy Barista, 861 Bourke Street, Docklands, 3008",4.16,2021-04-30,318865.99,5812109.69,2021-08-14,"-37.820461046074485, 144.94202577665246"
1743764,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Bourke Street between Cumberland Street and Collins Street approximately 8m NW of Knowledge Market, 892 Collins Street, Docklands, 3008",3.44,2021-04-30,318834.85,5812099.1,2021-08-14,"-37.82055025294188, 144.94166953583607"
1743785,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Bourke Street between Cumberland Street and Collins Street approximately 5m South of Dockland Cellars, 848 Bourke Street, Docklands, 3008",3.44,2021-04-30,318914.57,5812151.93,2021-08-14,"-37.82009021601816, 144.9425879620358"
1728217,Bollard - Round Steel Bollard - (Removable),Outdoor Furniture,Bollard,200401-101,Bollard - Round Steel Bollard - (Removable),Parks and City Greening,City of Melbourne,"Fitzroy Gardens approximately 18m North of City of Melbourne, Nursery & Depot, Fitzroy Gardens, 264 Wellington Parade, East Melbourne, 3002",3.0,2019-08-30,322202.32,5812731.44,2021-08-14,"-37.815516670836004, 144.98006268501376"
1743811,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-019,Litter Bin - Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Collins Street between Merchant Street and Bourke Street approximately 17m SE of Lendlease Victoria Harbour, 890-892 Collins Street, Docklands, 3008",3.16,2021-04-30,318864.76,5812084.65,2021-08-14,"-37.82068634591832, 144.94200554514026"
1728616,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Queen Street and William Street approximately 8m East of Law Institute of Victoria, 470 Bourke Street, Melbourne, 3000",4.16,2021-04-30,320429.33,5812739.87,2021-08-14,"-37.81509367132772, 144.9599337330866"
1743845,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Collins Street between Bourke Street and Sailmaker Way approximately 14m East of Buluk Park, 898 Collins Street, Docklands, 3008",3.44,2021-04-30,318786.61,5812089.24,2021-08-14,"-37.82062948814391, 144.94111930819778"
1743861,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Batmans Hill Drive between Wurundjeri Way and Collins Street approximately 14m South of Ground, 24 Batmans Hill Drive, Docklands, 3008",3.3,2021-04-30,319523.29,5812011.42,2021-08-14,"-37.82147642082227, 144.94946486193368"
1744262,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Leicester Street between Queensberry Street and Pelham Street approximately 14m NE of CitiPower Pty Ltd, Substation Opposite, 1 Barry Street, Carlton, 3053",3.95,2021-04-30,320426.21,5813970.54,2021-08-14,"-37.804007840064244, 144.96020340271744"
1744267,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Leicester Street between Queensberry Street and Pelham Street approximately 21m NE of CitiPower Pty Ltd, Substation Opposite, 1 Barry Street, Carlton, 3053",3.95,2021-04-30,320427.48,5813980.64,2021-08-14,"-37.80391711430742, 144.96022032354898"
1744283,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Village Street between Collins Street and McCrae Street approximately 48m South of 44 Village Street, Docklands, 3008",2.95,2021-04-30,319610.98,5812111.22,2021-08-14,"-37.8205948201308, 144.95048545743316"
1744311,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Village Street between Bourke Street and Collins Street approximately 3m SW of Victorian Building Authority, 70 Village Street, Docklands, 3008",2.95,2021-04-30,319516.32,5812269.29,2021-08-14,"-37.819152306995235, 144.94945000336747"
1512791,Seat - Metal Seat,Outdoor Furniture,Seat,201101-016,Seat - Metal Seat,Infrastructure and Assets,City of Melbourne,"Kings Domain South approximately 43m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",3.0,2021-04-30,321731.66,5811142.11,2021-08-14,"-37.829740805255156, 144.97432724203367"
1534049,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Elizabeth Street between Little Lonsdale Street and La Trobe Street approximately 25m East of Mars Leathers, 327 Elizabeth Street, Melbourne, 3000",4.44,2021-04-30,320580.92,5813204.15,2021-08-14,"-37.81094149180753, 144.9617699346711"
1534052,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Little Lothian Street South from Lothian Street approximately 29m East of 28 Lothian Street, North Melbourne, 3051",2.45,2021-04-30,319075.92,5814034.4,2021-08-14,"-37.80316610197011, 144.94489030216687"
1515781,Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Community Centre (Open Space),Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,"North Melbourne Community Centre approximately 30m North of 31 Mark Street, North Melbourne, 3051",4.0,2019-11-09,318651.83,5815082.8,2021-08-14,"-37.79363865630569, 144.9403382673086"
1534086,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Anderson Street between Miller Street and Victoria Street approximately 24m West of 40 Anderson Street, West Melbourne, 3003",2.08,2021-04-30,318816.81,5813843.3,2021-08-14,"-37.80483603958006, 144.9419010383699"
1534099,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Munster Terrace between Victoria Street and Queensberry Street approximately 18m South of Autism Partnership Pty Ltd, 27-31 Munster Terrace, North Melbourne, 3051",2.08,2021-04-30,318834.32,5813995.3,2021-08-14,"-37.803470393005036, 144.94213782629743"
1534100,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Munster Terrace between Victoria Street and Queensberry Street approximately 6m SE of Autism Partnership Pty Ltd, 27-31 Munster Terrace, North Melbourne, 3051",1.0,2021-04-30,318835.54,5814009.92,2021-08-14,"-37.80333894722697, 144.94215533148477"
1511693,Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,J J Holland Park,4.0,2019-09-13,317187.22,5814571.15,2021-08-14,"-37.79795531282079, 144.92358491408427"
1548580,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Henry Street between MacAulay Road and Derby Street approximately 3m SE of 2 Henry Street, Kensington, 3031",2.19,2021-04-30,317592.34,5814952.47,2021-08-14,"-37.794601641326054, 144.92827952191993"
1548586,Bollard - Square Wooden Bollard - Type 3,Outdoor Furniture,Bollard,200401-088,Bollard - Square Wooden Bollard - Type 3,Infrastructure and Assets,City of Melbourne,"Bellair Street between MacAulay Road and Wolseley Parade approximately 18m East of 216 Bellair Street, Kensington, 3031",2.25,2021-04-30,317799.84,5814926.43,2021-08-14,"-37.7948776022216, 144.93062827393663"
1548592,Bollard - Square Wooden Bollard - Type 3,Outdoor Furniture,Bollard,200401-088,Bollard - Square Wooden Bollard - Type 3,Infrastructure and Assets,City of Melbourne,"Bellair Street between MacAulay Road and Wolseley Parade approximately 17m East of 228 Bellair Street, Kensington, 3031",2.25,2021-04-30,317805.72,5814887.74,2021-08-14,"-37.795227268275816, 144.9306852925633"
1548601,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Arden Street between Bellair Street and Southey Street approximately 16m SW of 344-348 Bellair Street, Kensington, 3031",2.19,2021-04-30,317894.87,5814489.06,2021-08-14,"-37.79883608500212, 144.93159706149822"
1548859,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Bourke Street between King Street and Spencer Street approximately 8m East of EzyMart, 660 Bourke Street, Melbourne, 3000",3.16,2021-04-30,319942.83,5812554.96,2021-08-14,"-37.81666339987486, 144.9543639587718"
1528501,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Faraday Street between Rathdowne Street and Drummond Street approximately 6m South of 142 Faraday Street, Carlton, 3053",2.33,2021-04-30,321255.95,5814560.45,2021-08-14,"-37.798856996110146, 144.96976856267412"
1548865,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-001,Bollard - Aluminium Bollard,Infrastructure and Assets,City of Melbourne,"Federation Square approximately 74m East of Pilgrim Bar, Vault, 15-19 Princes Walk, Melbourne, 3000",2.25,2021-04-30,321344.49,5812375.97,2021-08-14,"-37.81855107807321, 144.97023488535552"
1550765,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Park Drive between Morrah Street and Bayles Street approximately 6m West of 72 Park Drive, Parkville, 3052",2.21,2021-04-30,319985.14,5814984.89,2021-08-14,"-37.79478428744491, 144.95544812996636"
1550768,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Park Drive between Morrah Street and Bayles Street approximately 5m NW of 66 Park Drive, Parkville, 3052",2.21,2021-04-30,319977.25,5814973.26,2021-08-14,"-37.7948874893538, 144.95535568197704"
1530825,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Altona Street between Ormond Street and Kensington Road approximately 4m West of Unit 1G, Ground, 84 Altona Street, Kensington, 3031",2.37,2021-04-30,317363.71,5814678.27,2021-08-14,"-37.79702575915029, 144.92561529893445"
1550796,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Park Drive between Bayles Street and Gatehouse Street approximately 5m SE of 199 Park Drive, Parkville, 3052",2.21,2021-04-30,320086.33,5815170.42,2021-08-14,"-37.79313306684895, 144.95664278839837"
1548531,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Batmans Hill Drive between Bourke Street and Collins Street approximately 8m SE of Ground, 71-77 Batmans Hill Drive, Docklands, 3008",3.3,2021-04-30,319423.46,5812249.43,2021-08-14,"-37.81931282592672, 144.9483906504876"
1551207,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Heathcote Road between Manningham Street and Lennon Street approximately 52m West of 57 Manningham Street, Parkville, 3052",1.82,2021-04-30,318715.47,5815838.37,2021-08-14,"-37.78684557509512, 144.94124954569165"
1551437,Seat - Metal frame Wooden Slats,Outdoor Furniture,Seat,201101-059,Seat - Metal frame Wooden Slats,Infrastructure and Assets,City of Melbourne,"Cade Way between Garrard Street and Garrard Street approximately 13m West of Carpark Adjacent, 1 Manchester Lane, Parkville, 3052",3.01,2021-04-30,318447.11,5816876.86,2021-08-14,"-37.777438214851266, 144.93846367198677"
1551679,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Caytre Crescent between Buncle Street and Pampas Street approximately 3m NE of 16 Caytre Crescent, North Melbourne, 3051",2.23,2021-04-30,318609.16,5814993.53,2021-08-14,"-37.7944342730709, 144.93983159306907"
1551684,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Caytre Crescent between Buncle Street and Pampas Street approximately 6m SW of 39 Caytre Crescent, North Melbourne, 3051",2.23,2021-04-30,318591.47,5815007.92,2021-08-14,"-37.79430114414382, 144.93963439724448"
1551696,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Caytre Crescent between Buncle Street and Pampas Street approximately 3m South of 8 Caytre Crescent, North Melbourne, 3051",2.23,2021-04-30,318582.65,5814945.74,2021-08-14,"-37.79485947100331, 144.93951872107198"
1531385,Seat - Metal Bench,Outdoor Furniture,Seat,201101-012,Seat - Metal Bench,Infrastructure and Assets,City of Melbourne,"Collins Street between Navigation Drive and Merchant Street approximately 10m East of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",2.95,2021-04-30,319223.59,5812025.08,2021-08-14,"-37.82129406287655, 144.94606515934638"
1617588,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Chetwynd Street between Rosslyn Street and Stanley Street approximately 19m South of Max. I.T. Consulting Services Pty Ltd, Suite A, Ground, 44 Chetwynd Street, West Melbourne, 3003",3.12,2021-04-30,319716.85,5813616.19,2021-08-14,"-37.80705985369641, 144.9520622559846"
1644027,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Purcell Street between Curzon Street and Errol Street approximately 8m South of 26 Purcell Street, North Melbourne, 3051",3.25,2021-04-30,319407.52,5814146.61,2021-08-14,"-37.80222101623492, 144.94868267975477"
1644637,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Royal Parade between Grattan Street and Story Street approximately 69m SE of 1 Royal Parade, Parkville, 3052",3.17,2021-04-30,320230.12,5814711.05,2021-08-14,"-37.7972991385479, 144.95816099475218"
1644853,Bollard - Timber Bollard - Kavanagh Street (SOUTHBANK),Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,"Kavanagh Street between Sturt Street and Southbank Boulevard approximately 11m South of Minuteman Press Southbank, Unit 1, Ground, 18 Kavanagh Street, Southbank, 3006",3.0,2017-01-17,320997.76,5811874.97,2021-08-14,"-37.8229958912292, 144.96617397204747"
1644868,Bollard - Timber Bollard - Kavanagh Street (SOUTHBANK),Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,"Kavanagh Street between Sturt Street and Southbank Boulevard approximately 3m SE of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",3.0,2019-08-27,320984.06,5811875.74,2021-08-14,"-37.82298626805592, 144.9660185930196"
1648069,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Russell Street and Swanston Street approximately 14m NE of City Duty Free, Basement & Ground Floor, 225 Bourke Street, Melbourne, 3000",3.17,2021-04-30,321050.83,5812964.75,2021-08-14,"-37.81319011627752, 144.9670459464817"
1648771,Bicycle Rails - Stainless Steel Bicycle Rack,Outdoor Furniture,Bicycle Rails,200101-005,Bicycle Rails - Stainless Steel Bicycle Rack,Infrastructure and Assets,City of Melbourne,"Merchant Street between Bourke Street and Collins Street approximately 10m East of Tap 831, 829-831A Bourke Street, Docklands, 3008",3.16,2021-04-30,319016.15,5812159.71,2021-08-14,"-37.8200402881439, 144.94374333037956"
1654242,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and King Street approximately 76m SW of CitiPower Pty Ltd, Substation, Ground, 478 Collins Street, Melbourne, 3000",3.17,2021-04-30,320218.77,5812409.9,2021-08-14,"-37.81802441060659, 144.95746107384215"
1656124,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Flemington Road between Wreckyn Street and Villiers Street approximately 74m East of 61-63 Flemington Road, North Melbourne, 3051",3.0,2021-04-30,319960.81,5814476.81,2021-08-14,"-37.799356001194234, 144.95504575306413"
1656170,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Sturt Street between Southbank Boulevard and Grant Street approximately 32m SW of Betwixt Cafe & Bar, Building 877, 45 Sturt Street, Southbank, 3006",2.63,2021-04-30,321059.13,5811673.62,2021-08-14,"-37.82482158355405, 144.9668210792411"
1657442,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Lonsdale Street between Swanston Street and Elizabeth Street approximately 31m North of Australia Post, 260 Elizabeth Street, Melbourne, 3000",4.1,2021-04-30,320644.52,5813075.99,2021-08-14,"-37.81210838676774, 144.96246028459223"
1657472,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Elizabeth Street between Therry Street and Victoria Street approximately 17m SW of 512A-512B Elizabeth Street, Melbourne, 3000",4.12,2021-04-30,320405.35,5813664.85,2021-08-14,"-37.80675723163467, 144.95989081330825"
